name,adcode,gb
宁都县,360730,156360730
于都县,360731,156360731
兴国县,360732,156360732
会昌县,360733,156360733
寻乌县,360734,156360734
石城县,360735,156360735
瑞金市,360781,156360781
龙南市,360783,156360783
吉州区,360802,156360802
青原区,360803,156360803
吉安县,360821,156360821
吉水县,360822,156360822
峡江县,360823,156360823
新干县,360824,156360824
永丰县,360825,156360825
泰和县,360826,156360826
遂川县,360827,156360827
万安县,360828,156360828
安福县,360829,156360829
永新县,360830,156360830
井冈山市,360881,156360881
袁州区,360902,156360902
奉新县,360921,156360921
万载县,360922,156360922
上高县,360923,156360923
宜丰县,360924,156360924
靖安县,360925,156360925
铜鼓县,360926,156360926
丰城市,360981,156360981
樟树市,360982,156360982
高安市,360983,156360983
临川区,361002,156361002
东乡区,361003,156361003
南城县,361021,156361021
黎川县,361022,156361022
南丰县,361023,156361023
崇仁县,361024,156361024
乐安县,361025,156361025
宜黄县,361026,156361026
金溪县,361027,156361027
资溪县,361028,156361028
广昌县,361030,156361030
信州区,361102,156361102
广丰区,361103,156361103
广信区,361104,156361104
玉山县,361123,156361123
铅山县,361124,156361124
横峰县,361125,156361125
弋阳县,361126,156361126
余干县,361127,156361127
鄱阳县,361128,156361128
万年县,361129,156361129
婺源县,361130,156361130
德兴市,361181,156361181
历下区,370102,156370102
市中区,370103,156370103
槐荫区,370104,156370104
天桥区,370105,156370105
历城区,370112,156370112
长清区,370113,156370113
章丘区,370114,156370114
济阳区,370115,156370115
莱芜区,370116,156370116
钢城区,370117,156370117
平阴县,370124,156370124
商河县,370126,156370126
市南区,370202,156370202
市北区,370203,156370203
黄岛区,370211,156370211
崂山区,370212,156370212
李沧区,370213,156370213
城阳区,370214,156370214
即墨区,370215,156370215
胶州市,370281,156370281
平度市,370283,156370283
莱西市,370285,156370285
淄川区,370302,156370302
张店区,370303,156370303
博山区,370304,156370304
临淄区,370305,156370305
周村区,370306,156370306
桓台县,370321,156370321
高青县,370322,156370322
沂源县,370323,156370323
市中区,370402,156370402
薛城区,370403,156370403
峄城区,370404,156370404
台儿庄区,370405,156370405
山亭区,370406,156370406
滕州市,370481,156370481
东营区,370502,156370502
河口区,370503,156370503
垦利区,370505,156370505
利津县,370522,156370522
广饶县,370523,156370523
芝罘区,370602,156370602
福山区,370611,156370611
牟平区,370612,156370612
莱山区,370613,156370613
蓬莱区,370614,156370614
龙口市,370681,156370681
莱阳市,370682,156370682
莱州市,370683,156370683
招远市,370685,156370685
栖霞市,370686,156370686
海阳市,370687,156370687
潍城区,370702,156370702
寒亭区,370703,156370703
坊子区,370704,156370704
奎文区,370705,156370705
临朐县,370724,156370724
昌乐县,370725,156370725
青州市,370781,156370781
诸城市,370782,156370782
寿光市,370783,156370783
安丘市,370784,156370784
高密市,370785,156370785
昌邑市,370786,156370786
任城区,370811,156370811
兖州区,370812,156370812
微山县,370826,156370826
鱼台县,370827,156370827
金乡县,370828,156370828
嘉祥县,370829,156370829
汶上县,370830,156370830
泗水县,370831,156370831
梁山县,370832,156370832
曲阜市,370881,156370881
邹城市,370883,156370883
泰山区,370902,156370902
岱岳区,370911,156370911
宁阳县,370921,156370921
东平县,370923,156370923
新泰市,370982,156370982
肥城市,370983,156370983
环翠区,371002,156371002
文登区,371003,156371003
荣成市,371082,156371082
乳山市,371083,156371083
东港区,371102,156371102
岚山区,371103,156371103
五莲县,371121,156371121
莒县,371122,156371122
兰山区,371302,156371302
罗庄区,371311,156371311
河东区,371312,156371312
沂南县,371321,156371321
郯城县,371322,156371322
沂水县,371323,156371323
兰陵县,371324,156371324
费县,371325,156371325
平邑县,371326,156371326
莒南县,371327,156371327
蒙阴县,371328,156371328
临沭县,371329,156371329
德城区,371402,156371402
陵城区,371403,156371403
宁津县,371422,156371422
庆云县,371423,156371423
临邑县,371424,156371424
齐河县,371425,156371425
平原县,371426,156371426
夏津县,371427,156371427
武城县,371428,156371428
乐陵市,371481,156371481
禹城市,371482,156371482
东昌府区,371502,156371502
茌平区,371503,156371503
阳谷县,371521,156371521
莘县,371522,156371522
东阿县,371524,156371524
冠县,371525,156371525
高唐县,371526,156371526
临清市,371581,156371581
滨城区,371602,156371602
沾化区,371603,156371603
惠民县,371621,156371621
阳信县,371622,156371622
无棣县,371623,156371623
博兴县,371625,156371625
邹平市,371681,156371681
牡丹区,371702,156371702
定陶区,371703,156371703
曹县,371721,156371721
单县,371722,156371722
成武县,371723,156371723
巨野县,371724,156371724
郓城县,371725,156371725
鄄城县,371726,156371726
东明县,371728,156371728
中原区,410102,156410102
二七区,410103,156410103
管城回族区,410104,156410104
金水区,410105,156410105
上街区,410106,156410106
惠济区,410108,156410108
中牟县,410122,156410122
巩义市,410181,156410181
荥阳市,410182,156410182
新密市,410183,156410183
新郑市,410184,156410184
登封市,410185,156410185
龙亭区,410202,156410202
顺河回族区,410203,156410203
鼓楼区,410204,156410204
禹王台区,410205,156410205
祥符区,410212,156410212
杞县,410221,156410221
通许县,410222,156410222
尉氏县,410223,156410223
兰考县,410225,156410225
老城区,410302,156410302
西工区,410303,156410303
瀍河回族区,410304,156410304
涧西区,410305,156410305
偃师区,410307,156410307
孟津区,410308,156410308
洛龙区,410311,156410311
新安县,410323,156410323
栾川县,410324,156410324
嵩县,410325,156410325
汝阳县,410326,156410326
宜阳县,410327,156410327
洛宁县,410328,156410328
伊川县,410329,156410329
新华区,410402,156410402
卫东区,410403,156410403
石龙区,410404,156410404
湛河区,410411,156410411
宝丰县,410421,156410421
叶县,410422,156410422
鲁山县,410423,156410423
郏县,410425,156410425
舞钢市,410481,156410481
汝州市,410482,156410482
文峰区,410502,156410502
北关区,410503,156410503
殷都区,410505,156410505
龙安区,410506,156410506
安阳县,410522,156410522
汤阴县,410523,156410523
滑县,410526,156410526
内黄县,410527,156410527
林州市,410581,156410581
鹤山区,410602,156410602
山城区,410603,156410603
淇滨区,410611,156410611
浚县,410621,156410621
淇县,410622,156410622
红旗区,410702,156410702
卫滨区,410703,156410703
凤泉区,410704,156410704
牧野区,410711,156410711
新乡县,410721,156410721
获嘉县,410724,156410724
原阳县,410725,156410725
延津县,410726,156410726
封丘县,410727,156410727
卫辉市,410781,156410781
辉县市,410782,156410782
长垣市,410783,156410783
解放区,410802,156410802
中站区,410803,156410803
马村区,410804,156410804
山阳区,410811,156410811
修武县,410821,156410821
博爱县,410822,156410822
武陟县,410823,156410823
温县,410825,156410825
沁阳市,410882,156410882
孟州市,410883,156410883
华龙区,410902,156410902
清丰县,410922,156410922
南乐县,410923,156410923
范县,410926,156410926
台前县,410927,156410927
濮阳县,410928,156410928
魏都区,411002,156411002
建安区,411003,156411003
鄢陵县,411024,156411024
襄城县,411025,156411025
禹州市,411081,156411081
长葛市,411082,156411082
源汇区,411102,156411102
郾城区,411103,156411103
召陵区,411104,156411104
舞阳县,411121,156411121
临颍县,411122,156411122
湖滨区,411202,156411202
陕州区,411203,156411203
渑池县,411221,156411221
卢氏县,411224,156411224
义马市,411281,156411281
灵宝市,411282,156411282
宛城区,411302,156411302
卧龙区,411303,156411303
南召县,411321,156411321
方城县,411322,156411322
西峡县,411323,156411323
镇平县,411324,156411324
内乡县,411325,156411325
淅川县,411326,156411326
社旗县,411327,156411327
唐河县,411328,156411328
新野县,411329,156411329
桐柏县,411330,156411330
邓州市,411381,156411381
梁园区,411402,156411402
睢阳区,411403,156411403
民权县,411421,156411421
睢县,411422,156411422
宁陵县,411423,156411423
柘城县,411424,156411424
虞城县,411425,156411425
夏邑县,411426,156411426
永城市,411481,156411481
浉河区,411502,156411502
平桥区,411503,156411503
罗山县,411521,156411521
光山县,411522,156411522
新县,411523,156411523
商城县,411524,156411524
固始县,411525,156411525
潢川县,411526,156411526
淮滨县,411527,156411527
息县,411528,156411528
川汇区,411602,156411602
淮阳区,411603,156411603
扶沟县,411621,156411621
西华县,411622,156411622
商水县,411623,156411623
沈丘县,411624,156411624
郸城县,411625,156411625
太康县,411627,156411627
鹿邑县,411628,156411628
项城市,411681,156411681
驿城区,411702,156411702
西平县,411721,156411721
上蔡县,411722,156411722
平舆县,411723,156411723
正阳县,411724,156411724
确山县,411725,156411725
泌阳县,411726,156411726
汝南县,411727,156411727
遂平县,411728,156411728
新蔡县,411729,156411729
济源市,419001,156419001
江岸区,420102,156420102
江汉区,420103,156420103
硚口区,420104,156420104
汉阳区,420105,156420105
武昌区,420106,156420106
青山区,420107,156420107
洪山区,420111,156420111
东西湖区,420112,156420112
汉南区,420113,156420113
蔡甸区,420114,156420114
江夏区,420115,156420115
黄陂区,420116,156420116
新洲区,420117,156420117
黄石港区,420202,156420202
西塞山区,420203,156420203
下陆区,420204,156420204
铁山区,420205,156420205
阳新县,420222,156420222
大冶市,420281,156420281
茅箭区,420302,156420302
张湾区,420303,156420303
郧阳区,420304,156420304
郧西县,420322,156420322
竹山县,420323,156420323
竹溪县,420324,156420324
房县,420325,156420325
丹江口市,420381,156420381
西陵区,420502,156420502
伍家岗区,420503,156420503
点军区,420504,156420504
猇亭区,420505,156420505
夷陵区,420506,156420506
远安县,420525,156420525
兴山县,420526,156420526
秭归县,420527,156420527
长阳土家族自治县,420528,156420528
五峰土家族自治县,420529,156420529
宜都市,420581,156420581
当阳市,420582,156420582
枝江市,420583,156420583
襄城区,420602,156420602
樊城区,420606,156420606
襄州区,420607,156420607
南漳县,420624,156420624
谷城县,420625,156420625
保康县,420626,156420626
老河口市,420682,156420682
枣阳市,420683,156420683
宜城市,420684,156420684
梁子湖区,420702,156420702
华容区,420703,156420703
鄂城区,420704,156420704
东宝区,420802,156420802
掇刀区,420804,156420804
沙洋县,420822,156420822
钟祥市,420881,156420881
京山市,420882,156420882
孝南区,420902,156420902
孝昌县,420921,156420921
大悟县,420922,156420922
云梦县,420923,156420923
应城市,420981,156420981
安陆市,420982,156420982
汉川市,420984,156420984
沙市区,421002,156421002
荆州区,421003,156421003
公安县,421022,156421022
江陵县,421024,156421024
石首市,421081,156421081
洪湖市,421083,156421083
松滋市,421087,156421087
监利市,421088,156421088
黄州区,421102,156421102
团风县,421121,156421121
红安县,421122,156421122
罗田县,421123,156421123
英山县,421124,156421124
浠水县,421125,156421125
蕲春县,421126,156421126
黄梅县,421127,156421127
麻城市,421181,156421181
武穴市,421182,156421182
咸安区,421202,156421202
嘉鱼县,421221,156421221
通城县,421222,156421222
崇阳县,421223,156421223
通山县,421224,156421224
赤壁市,421281,156421281
曾都区,421303,156421303
随县,421321,156421321
广水市,421381,156421381
恩施市,422801,156422801
利川市,422802,156422802
建始县,422822,156422822
巴东县,422823,156422823
宣恩县,422825,156422825
咸丰县,422826,156422826
来凤县,422827,156422827
鹤峰县,422828,156422828
仙桃市,429004,156429004
潜江市,429005,156429005
天门市,429006,156429006
神农架林区,429021,156429021
芙蓉区,430102,156430102
天心区,430103,156430103
岳麓区,430104,156430104
开福区,430105,156430105
雨花区,430111,156430111
望城区,430112,156430112
长沙县,430121,156430121
浏阳市,430181,156430181
宁乡市,430182,156430182
荷塘区,430202,156430202
芦淞区,430203,156430203
石峰区,430204,156430204
天元区,430211,156430211
渌口区,430212,156430212
攸县,430223,156430223
茶陵县,430224,156430224
炎陵县,430225,156430225
醴陵市,430281,156430281
雨湖区,430302,156430302
岳塘区,430304,156430304
湘潭县,430321,156430321
湘乡市,430381,156430381
韶山市,430382,156430382
珠晖区,430405,156430405
雁峰区,430406,156430406
石鼓区,430407,156430407
蒸湘区,430408,156430408
南岳区,430412,156430412
衡阳县,430421,156430421
衡南县,430422,156430422
衡山县,430423,156430423
衡东县,430424,156430424
祁东县,430426,156430426
耒阳市,430481,156430481
常宁市,430482,156430482
双清区,430502,156430502
大祥区,430503,156430503
北塔区,430511,156430511
新邵县,430522,156430522
邵阳县,430523,156430523
隆回县,430524,156430524
洞口县,430525,156430525
绥宁县,430527,156430527
新宁县,430528,156430528
城步苗族自治县,430529,156430529
武冈市,430581,156430581
邵东市,430582,156430582
岳阳楼区,430602,156430602
云溪区,430603,156430603
君山区,430611,156430611
岳阳县,430621,156430621
华容县,430623,156430623
湘阴县,430624,156430624
平江县,430626,156430626
汨罗市,430681,156430681
临湘市,430682,156430682
武陵区,430702,156430702
鼎城区,430703,156430703
安乡县,430721,156430721
汉寿县,430722,156430722
澧县,430723,156430723
临澧县,430724,156430724
桃源县,430725,156430725
石门县,430726,156430726
津市市,430781,156430781
永定区,430802,156430802
武陵源区,430811,156430811
慈利县,430821,156430821
桑植县,430822,156430822
资阳区,430902,156430902
赫山区,430903,156430903
南县,430921,156430921
桃江县,430922,156430922
安化县,430923,156430923
沅江市,430981,156430981
北湖区,431002,156431002
苏仙区,431003,156431003
桂阳县,431021,156431021
宜章县,431022,156431022
永兴县,431023,156431023
嘉禾县,431024,156431024
临武县,431025,156431025
汝城县,431026,156431026
桂东县,431027,156431027
安仁县,431028,156431028
资兴市,431081,156431081
零陵区,431102,156431102
冷水滩区,431103,156431103
东安县,431122,156431122
双牌县,431123,156431123
道县,431124,156431124
江永县,431125,156431125
宁远县,431126,156431126
蓝山县,431127,156431127
新田县,431128,156431128
江华瑶族自治县,431129,156431129
祁阳市,431181,156431181
鹤城区,431202,156431202
中方县,431221,156431221
沅陵县,431222,156431222
辰溪县,431223,156431223
溆浦县,431224,156431224
会同县,431225,156431225
麻阳苗族自治县,431226,156431226
新晃侗族自治县,431227,156431227
芷江侗族自治县,431228,156431228
靖州苗族侗族自治县,431229,156431229
通道侗族自治县,431230,156431230
洪江市,431281,156431281
娄星区,431302,156431302
双峰县,431321,156431321
新化县,431322,156431322
冷水江市,431381,156431381
涟源市,431382,156431382
吉首市,433101,156433101
泸溪县,433122,156433122
凤凰县,433123,156433123
花垣县,433124,156433124
保靖县,433125,156433125
古丈县,433126,156433126
永顺县,433127,156433127
龙山县,433130,156433130
荔湾区,440103,156440103
越秀区,440104,156440104
海珠区,440105,156440105
天河区,440106,156440106
白云区,440111,156440111
黄埔区,440112,156440112
番禺区,440113,156440113
花都区,440114,156440114
南沙区,440115,156440115
从化区,440117,156440117
增城区,440118,156440118
武江区,440203,156440203
浈江区,440204,156440204
曲江区,440205,156440205
始兴县,440222,156440222
仁化县,440224,156440224
翁源县,440229,156440229
乳源瑶族自治县,440232,156440232
新丰县,440233,156440233
乐昌市,440281,156440281
南雄市,440282,156440282
罗湖区,440303,156440303
福田区,440304,156440304
南山区,440305,156440305
宝安区,440306,156440306
龙岗区,440307,156440307
盐田区,440308,156440308
龙华区,440309,156440309
坪山区,440310,156440310
光明区,440311,156440311
香洲区,440402,156440402
斗门区,440403,156440403
金湾区,440404,156440404
龙湖区,440507,156440507
金平区,440511,156440511
濠江区,440512,156440512
潮阳区,440513,156440513
潮南区,440514,156440514
澄海区,440515,156440515
南澳县,440523,156440523
禅城区,440604,156440604
南海区,440605,156440605
顺德区,440606,156440606
三水区,440607,156440607
高明区,440608,156440608
蓬江区,440703,156440703
江海区,440704,156440704
新会区,440705,156440705
台山市,440781,156440781
开平市,440783,156440783
鹤山市,440784,156440784
恩平市,440785,156440785
赤坎区,440802,156440802
霞山区,440803,156440803
坡头区,440804,156440804
麻章区,440811,156440811
遂溪县,440823,156440823
徐闻县,440825,156440825
廉江市,440881,156440881
雷州市,440882,156440882
吴川市,440883,156440883
茂南区,440902,156440902
电白区,440904,156440904
高州市,440981,156440981
化州市,440982,156440982
信宜市,440983,156440983
端州区,441202,156441202
鼎湖区,441203,156441203
高要区,441204,156441204
广宁县,441223,156441223
怀集县,441224,156441224
封开县,441225,156441225
德庆县,441226,156441226
四会市,441284,156441284
惠城区,441302,156441302
惠阳区,441303,156441303
博罗县,441322,156441322
惠东县,441323,156441323
龙门县,441324,156441324
梅江区,441402,156441402
梅县区,441403,156441403
大埔县,441422,156441422
丰顺县,441423,156441423
五华县,441424,156441424
平远县,441426,156441426
蕉岭县,441427,156441427
兴宁市,441481,156441481
城区,441502,156441502
海丰县,441521,156441521
陆河县,441523,156441523
陆丰市,441581,156441581
源城区,441602,156441602
紫金县,441621,156441621
龙川县,441622,156441622
连平县,441623,156441623
和平县,441624,156441624
东源县,441625,156441625
江城区,441702,156441702
阳东区,441704,156441704
阳西县,441721,156441721
阳春市,441781,156441781
清城区,441802,156441802
清新区,441803,156441803
佛冈县,441821,156441821
阳山县,441823,156441823
连山壮族瑶族自治县,441825,156441825
连南瑶族自治县,441826,156441826
英德市,441881,156441881
连州市,441882,156441882
东莞市,441900,156441900
中山市,442000,156442000
湘桥区,445102,156445102
潮安区,445103,156445103
饶平县,445122,156445122
榕城区,445202,156445202
揭东区,445203,156445203
揭西县,445222,156445222
惠来县,445224,156445224
普宁市,445281,156445281
云城区,445302,156445302
云安区,445303,156445303
新兴县,445321,156445321
郁南县,445322,156445322
罗定市,445381,156445381
兴宁区,450102,156450102
青秀区,450103,156450103
江南区,450105,156450105
西乡塘区,450107,156450107
良庆区,450108,156450108
邕宁区,450109,156450109
武鸣区,450110,156450110
隆安县,450123,156450123
马山县,450124,156450124
上林县,450125,156450125
宾阳县,450126,156450126
横州市,450181,156450181
城中区,450202,156450202
鱼峰区,450203,156450203
柳南区,450204,156450204
柳北区,450205,156450205
柳江区,450206,156450206
柳城县,450222,156450222
鹿寨县,450223,156450223
融安县,450224,156450224
融水苗族自治县,450225,156450225
三江侗族自治县,450226,156450226
秀峰区,450302,156450302
叠彩区,450303,156450303
象山区,450304,156450304
七星区,450305,156450305
雁山区,450311,156450311
临桂区,450312,156450312
阳朔县,450321,156450321
灵川县,450323,156450323
全州县,450324,156450324
兴安县,450325,156450325
永福县,450326,156450326
灌阳县,450327,156450327
龙胜各族自治县,450328,156450328
资源县,450329,156450329
平乐县,450330,156450330
恭城瑶族自治县,450332,156450332
荔浦市,450381,156450381
万秀区,450403,156450403
长洲区,450405,156450405
龙圩区,450406,156450406
苍梧县,450421,156450421
藤县,450422,156450422
蒙山县,450423,156450423
岑溪市,450481,156450481
海城区,450502,156450502
银海区,450503,156450503
铁山港区,450512,156450512
合浦县,450521,156450521
港口区,450602,156450602
防城区,450603,156450603
上思县,450621,156450621
东兴市,450681,156450681
钦南区,450702,156450702
钦北区,450703,156450703
灵山县,450721,156450721
浦北县,450722,156450722
港北区,450802,156450802
港南区,450803,156450803
覃塘区,450804,156450804
平南县,450821,156450821
桂平市,450881,156450881
玉州区,450902,156450902
福绵区,450903,156450903
容县,450921,156450921
陆川县,450922,156450922
博白县,450923,156450923
兴业县,450924,156450924
北流市,450981,156450981
右江区,451002,156451002
田阳区,451003,156451003
田东县,451022,156451022
德保县,451024,156451024
那坡县,451026,156451026
凌云县,451027,156451027
乐业县,451028,156451028
田林县,451029,156451029
西林县,451030,156451030
隆林各族自治县,451031,156451031
靖西市,451081,156451081
平果市,451082,156451082
八步区,451102,156451102
平桂区,451103,156451103
昭平县,451121,156451121
钟山县,451122,156451122
富川瑶族自治县,451123,156451123
金城江区,451202,156451202
宜州区,451203,156451203
南丹县,451221,156451221
天峨县,451222,156451222
凤山县,451223,156451223
东兰县,451224,156451224
罗城仫佬族自治县,451225,156451225
环江毛南族自治县,451226,156451226
巴马瑶族自治县,451227,156451227
都安瑶族自治县,451228,156451228
大化瑶族自治县,451229,156451229
兴宾区,451302,156451302
忻城县,451321,156451321
象州县,451322,156451322
武宣县,451323,156451323
金秀瑶族自治县,451324,156451324
合山市,451381,156451381
江州区,451402,156451402
扶绥县,451421,156451421
宁明县,451422,156451422
龙州县,451423,156451423
大新县,451424,156451424
天等县,451425,156451425
凭祥市,451481,156451481
秀英区,460105,156460105
龙华区,460106,156460106
琼山区,460107,156460107
美兰区,460108,156460108
海棠区,460202,156460202
吉阳区,460203,156460203
天涯区,460204,156460204
崖州区,460205,156460205
西沙区,460321,156460321
南沙区,460322,156460322
儋州市,460400,156460400
五指山市,469001,156469001
琼海市,469002,156469002
文昌市,469005,156469005
万宁市,469006,156469006
东方市,469007,156469007
定安县,469021,156469021
屯昌县,469022,156469022
澄迈县,469023,156469023
临高县,469024,156469024
白沙黎族自治县,469025,156469025
昌江黎族自治县,469026,156469026
乐东黎族自治县,469027,156469027
陵水黎族自治县,469028,156469028
保亭黎族苗族自治县,469029,156469029
琼中黎族苗族自治县,469030,156469030
万州区,500101,156500101
涪陵区,500102,156500102
渝中区,500103,156500103
大渡口区,500104,156500104
江北区,500105,156500105
沙坪坝区,500106,156500106
九龙坡区,500107,156500107
南岸区,500108,156500108
北碚区,500109,156500109
綦江区,500110,156500110
大足区,500111,156500111
渝北区,500112,156500112
巴南区,500113,156500113
黔江区,500114,156500114
长寿区,500115,156500115
江津区,500116,156500116
合川区,500117,156500117
永川区,500118,156500118
南川区,500119,156500119
璧山区,500120,156500120
铜梁区,500151,156500151
潼南区,500152,156500152
荣昌区,500153,156500153
开州区,500154,156500154
梁平区,500155,156500155
武隆区,500156,156500156
城口县,500229,156500229
丰都县,500230,156500230
垫江县,500231,156500231
忠县,500233,156500233
云阳县,500235,156500235
奉节县,500236,156500236
巫山县,500237,156500237
巫溪县,500238,156500238
石柱土家族自治县,500240,156500240
秀山土家族苗族自治县,500241,156500241
酉阳土家族苗族自治县,500242,156500242
彭水苗族土家族自治县,500243,156500243
锦江区,510104,156510104
青羊区,510105,156510105
金牛区,510106,156510106
武侯区,510107,156510107
成华区,510108,156510108
龙泉驿区,510112,156510112
青白江区,510113,156510113
新都区,510114,156510114
温江区,510115,156510115
双流区,510116,156510116
郫都区,510117,156510117
新津区,510118,156510118
金堂县,510121,156510121
大邑县,510129,156510129
蒲江县,510131,156510131
都江堰市,510181,156510181
彭州市,510182,156510182
邛崃市,510183,156510183
崇州市,510184,156510184
简阳市,510185,156510185
自流井区,510302,156510302
贡井区,510303,156510303
大安区,510304,156510304
沿滩区,510311,156510311
荣县,510321,156510321
富顺县,510322,156510322
东区,510402,156510402
西区,510403,156510403
仁和区,510411,156510411
米易县,510421,156510421
盐边县,510422,156510422
江阳区,510502,156510502
纳溪区,510503,156510503
龙马潭区,510504,156510504
泸县,510521,156510521
合江县,510522,156510522
叙永县,510524,156510524
古蔺县,510525,156510525
旌阳区,510603,156510603
罗江区,510604,156510604
中江县,510623,156510623
广汉市,510681,156510681
什邡市,510682,156510682
绵竹市,510683,156510683
涪城区,510703,156510703
游仙区,510704,156510704
安州区,510705,156510705
三台县,510722,156510722
盐亭县,510723,156510723
梓潼县,510725,156510725
北川羌族自治县,510726,156510726
平武县,510727,156510727
江油市,510781,156510781
利州区,510802,156510802
昭化区,510811,156510811
朝天区,510812,156510812
旺苍县,510821,156510821
青川县,510822,156510822
剑阁县,510823,156510823
苍溪县,510824,156510824
船山区,510903,156510903
安居区,510904,156510904
蓬溪县,510921,156510921
大英县,510923,156510923
射洪市,510981,156510981
市中区,511002,156511002
东兴区,511011,156511011
威远县,511024,156511024
资中县,511025,156511025
隆昌市,511083,156511083
市中区,511102,156511102
沙湾区,511111,156511111
五通桥区,511112,156511112
金口河区,511113,156511113
犍为县,511123,156511123
井研县,511124,156511124
夹江县,511126,156511126
沐川县,511129,156511129
峨边彝族自治县,511132,156511132
马边彝族自治县,511133,156511133
峨眉山市,511181,156511181
顺庆区,511302,156511302
高坪区,511303,156511303
嘉陵区,511304,156511304
南部县,511321,156511321
营山县,511322,156511322
蓬安县,511323,156511323
仪陇县,511324,156511324
西充县,511325,156511325
阆中市,511381,156511381
东坡区,511402,156511402
彭山区,511403,156511403
仁寿县,511421,156511421
洪雅县,511423,156511423
丹棱县,511424,156511424
青神县,511425,156511425
翠屏区,511502,156511502
南溪区,511503,156511503
叙州区,511504,156511504
江安县,511523,156511523
长宁县,511524,156511524
高县,511525,156511525
珙县,511526,156511526
筠连县,511527,156511527
兴文县,511528,156511528
屏山县,511529,156511529
广安区,511602,156511602
前锋区,511603,156511603
岳池县,511621,156511621
武胜县,511622,156511622
邻水县,511623,156511623
华蓥市,511681,156511681
通川区,511702,156511702
达川区,511703,156511703
宣汉县,511722,156511722
开江县,511723,156511723
大竹县,511724,156511724
渠县,511725,156511725
万源市,511781,156511781
雨城区,511802,156511802
名山区,511803,156511803
荥经县,511822,156511822
汉源县,511823,156511823
石棉县,511824,156511824
天全县,511825,156511825
芦山县,511826,156511826
宝兴县,511827,156511827
巴州区,511902,156511902
恩阳区,511903,156511903
通江县,511921,156511921
南江县,511922,156511922
平昌县,511923,156511923
雁江区,512002,156512002
安岳县,512021,156512021
乐至县,512022,156512022
马尔康市,513201,156513201
汶川县,513221,156513221
理县,513222,156513222
茂县,513223,156513223
松潘县,513224,156513224
九寨沟县,513225,156513225
金川县,513226,156513226
小金县,513227,156513227
黑水县,513228,156513228
壤塘县,513230,156513230
阿坝县,513231,156513231
若尔盖县,513232,156513232
红原县,513233,156513233
康定市,513301,156513301
泸定县,513322,156513322
丹巴县,513323,156513323
九龙县,513324,156513324
雅江县,513325,156513325
道孚县,513326,156513326
炉霍县,513327,156513327
甘孜县,513328,156513328
新龙县,513329,156513329
德格县,513330,156513330
白玉县,513331,156513331
石渠县,513332,156513332
色达县,513333,156513333
理塘县,513334,156513334
巴塘县,513335,156513335
乡城县,513336,156513336
稻城县,513337,156513337
得荣县,513338,156513338
西昌市,513401,156513401
会理市,513402,156513402
木里藏族自治县,513422,156513422
盐源县,513423,156513423
德昌县,513424,156513424
会东县,513426,156513426
宁南县,513427,156513427
普格县,513428,156513428
布拖县,513429,156513429
金阳县,513430,156513430
昭觉县,513431,156513431
喜德县,513432,156513432
冕宁县,513433,156513433
越西县,513434,156513434
甘洛县,513435,156513435
美姑县,513436,156513436
雷波县,513437,156513437
南明区,520102,156520102
云岩区,520103,156520103
花溪区,520111,156520111
乌当区,520112,156520112
白云区,520113,156520113
观山湖区,520115,156520115
开阳县,520121,156520121
息烽县,520122,156520122
修文县,520123,156520123
清镇市,520181,156520181
钟山区,520201,156520201
六枝特区,520203,156520203
水城区,520204,156520204
盘州市,520281,156520281
红花岗区,520302,156520302
汇川区,520303,156520303
播州区,520304,156520304
桐梓县,520322,156520322
绥阳县,520323,156520323
正安县,520324,156520324
道真仡佬族苗族自治县,520325,156520325
务川仡佬族苗族自治县,520326,156520326
凤冈县,520327,156520327
湄潭县,520328,156520328
余庆县,520329,156520329
习水县,520330,156520330
赤水市,520381,156520381
仁怀市,520382,156520382
西秀区,520402,156520402
平坝区,520403,156520403
普定县,520422,156520422
镇宁布依族苗族自治县,520423,156520423
关岭布依族苗族自治县,520424,156520424
紫云苗族布依族自治县,520425,156520425
七星关区,520502,156520502
大方县,520521,156520521
金沙县,520523,156520523
织金县,520524,156520524
纳雍县,520525,156520525
威宁彝族回族苗族自治县,520526,156520526
赫章县,520527,156520527
黔西市,520581,156520581
碧江区,520602,156520602
万山区,520603,156520603
江口县,520621,156520621
玉屏侗族自治县,520622,156520622
石阡县,520623,156520623
思南县,520624,156520624
印江土家族苗族自治县,520625,156520625
德江县,520626,156520626
沿河土家族自治县,520627,156520627
松桃苗族自治县,520628,156520628
兴义市,522301,156522301
兴仁市,522302,156522302
普安县,522323,156522323
晴隆县,522324,156522324
贞丰县,522325,156522325
望谟县,522326,156522326
册亨县,522327,156522327
安龙县,522328,156522328
凯里市,522601,156522601
黄平县,522622,156522622
施秉县,522623,156522623
三穗县,522624,156522624
镇远县,522625,156522625
岑巩县,522626,156522626
天柱县,522627,156522627
锦屏县,522628,156522628
剑河县,522629,156522629
台江县,522630,156522630
黎平县,522631,156522631
榕江县,522632,156522632
从江县,522633,156522633
雷山县,522634,156522634
麻江县,522635,156522635
丹寨县,522636,156522636
都匀市,522701,156522701
福泉市,522702,156522702
荔波县,522722,156522722
贵定县,522723,156522723
瓮安县,522725,156522725
独山县,522726,156522726
平塘县,522727,156522727
罗甸县,522728,156522728
长顺县,522729,156522729
龙里县,522730,156522730
惠水县,522731,156522731
三都水族自治县,522732,156522732
五华区,530102,156530102
